idade,cpf,rg,altura,peso
89,01964237831,35807512,169,95
57,96072483178,93335847,191,94
43,83159274691,61309370,179,94
19,06451237906,94064586,165,92
61,41798650258,60282631,197,64
84,57468290300,62389372,192,81
65,18923057630,21832584,174,59
52,01637495234,85994309,193,75
69,42539861709,82633362,175,55
74,28675194382,63900373,154,55
89,76294380529,25718193,197,54
24,90278465102,23920836,155,73
38,30561784280,96348267,176,65
39,84215790379,93312285,168,79
64,31052964842,86303597,183,93
83,35094816748,74679989,178,89
50,65894321042,75846040,175,82
27,31970562803,44662743,165,83
87,97865431066,98441875,194,78
39,18095743666,71483199,179,87
63,42170965858,31783215,181,99
61,60941378250,27537204,153,79
90,57236491837,65777271,160,62
47,97081524397,84466091,189,93
28,58143097250,91957836,158,96
74,93046758200,80310488,191,90
31,73615089448,51152230,158,96
20,76893215428,35670350,152,73
70,53706918439,68906339,167,95
42,23160589730,18412739,199,83
73,50684392747,26504429,174,55
72,75210893405,89025546,171,61
33,45127069334,92719386,159,50
45,28675410930,70978969,187,67
53,09468512398,95470479,200,50
67,08637452108,90231178,180,96
62,01539642860,66271075,195,88
56,54298617319,53661344,194,87
66,42189536006,64122724,176,63
27,61703925416,61849762,195,94
24,64173520999,18340084,177,97
54,42791635882,64795673,181,69
62,17259643099,20618211,181,94
78,89045712601,46723143,175,80
31,91872534023,52429012,180,68
61,47850932188,62928720,162,94
35,03682957456,96228042,172,89
49,65174892076,16383228,157,65
20,52716084920,35264075,181,76
43,15837026959,79878665,197,66
64,17623894013,69678158,154,50
40,45329710804,66176140,173,50
19,12057849694,19048999,154,79
26,90548172676,69854324,178,59
31,70925168386,50803409,175,74
72,16987254001,55098568,198,67
90,71095234897,44434663,191,100
41,51042769370,89517794,182,64
68,43715820950,41004249,172,62
18,29361450824,27419661,161,56
47,46817530253,20403711,194,93
18,98531246024,66654856,193,63
49,31649582005,55188376,178,60
86,01948352788,38937602,154,87
69,74120859304,60206528,154,96
40,83420769547,21762809,152,64
69,32698071478,11659416,160,63
57,65217843071,61296472,192,98
54,17352468919,45718670,195,74
53,39468157237,95232798,187,57
90,95170243804,99448340,171,83
69,71860925359,89805129,152,71
48,06127839521,82732174,163,50
56,85137269409,23447235,150,66
72,15679382482,96585172,195,51
37,32067581902,17968275,191,51
55,95073241860,72558502,191,79
49,72138549682,70686243,183,78
83,34852061998,61320001,187,66
54,93084512698,39132503,180,97
55,30756419280,14655188,177,72
65,41823590624,90130203,196,58
83,49206178369,73487760,175,74
40,39567481075,63212534,158,57
74,65280193712,45799936,196,52
32,03641978548,14627360,169,84
87,86329704538,69107954,188,78
82,30189726431,48256505,163,81
44,37029584104,48794436,170,95
49,61247085317,36141340,186,55
31,71824930631,74883992,181,50
31,35019874205,16468039,159,55
28,53204976106,80964220,175,66
85,92786543100,81378331,153,76
54,81570926395,64640854,190,55
78,60259741876,26197771,185,80
85,80459672347,73348210,179,72
72,06342815771,87380837,174,66
50,72831659400,28685091,173,67
72,92167834519,79012983,187,58
68,69728134509,82102035,161,76
38,13079568400,88133290,191,92
56,49630287196,21721204,181,64
85,19702354897,78955340,170,86
81,06285491305,25807607,168,66
65,60395148251,27520764,164,68
84,15469837084,40313595,190,76
53,04873961548,65944413,199,68
57,71825946337,45969893,162,59
88,39784521032,62633770,183,100
81,71905682395,21044391,195,58
23,84097365274,53843361,176,55
85,83794650247,85150392,187,53
28,23450798197,24922026,192,86
37,72465180967,60383510,168,67
56,52749061849,88247617,172,85
89,10284753904,68000505,175,92
19,26049173516,60806419,179,70
65,82136594060,71413181,162,70
75,29486570329,79168784,198,58
85,02716948585,57660052,165,62
23,75198362077,91860727,164,56
41,52679841085,68727239,177,81
43,45602193898,58421159,157,61
67,19374025680,15431439,162,61
63,04813576966,45430732,177,62
50,09758341260,91861080,181,93
56,61437890539,58123161,181,52
34,97502368400,96393487,151,54
33,25638791400,55799324,162,57
60,57368924056,40609734,190,98
21,38106529460,37336005,172,81
38,84950612794,25985792,174,75
23,04372516835,63143036,186,80
26,96407258111,20357068,169,68
26,12597340805,67121228,197,57
53,19803756400,23274002,158,92
51,89213450605,59954274,163,69
66,76128934013,51448281,196,54
74,72893561012,39989644,186,90
87,43021768903,59493621,170,77
67,74032819696,79956949,178,92
47,74902581620,75774434,176,98
27,26859741058,18507129,154,89
22,92736510895,69431111,197,65
84,13270549814,39170141,151,96
32,91237460840,74474660,173,72
78,35847196237,37867474,164,89
43,57628193021,57052762,155,98
78,73628140978,92887769,172,67
51,20314589732,43926454,151,86
49,78512064994,13729634,163,95
38,85129046315,46933478,155,98
29,51478623071,95841391,169,56
60,05681342735,68803028,168,100
57,68924305700,55899653,163,65
45,09514836766,87749665,200,73
66,26913780559,66822944,151,80
48,35897201668,59067069,152,55
71,98154623773,70383424,184,64
32,45679082101,97946780,155,59
32,09478256300,83715790,164,99
33,59873416048,87377738,200,81
55,91657243800,69385039,188,63
23,94708215304,78796410,177,70
32,62783410508,19539278,180,73
88,69512483700,46462605,200,55
71,35618042924,10295464,166,82
29,30786942592,83482951,150,78
56,97351460299,93640697,159,98
70,08642173580,48672505,200,54
89,37056184901,91880076,193,93
43,67159248058,64605088,151,56
39,59781236086,98003420,163,78
47,81539260470,63422622,162,72
51,59801634766,37005022,153,57
18,37064859157,23380482,180,94
80,38506924774,14171027,197,89
63,02653941805,23988405,175,50
28,72195304804,68631282,194,95
90,42916807594,32495318,167,71
65,48357201644,65200747,171,63
89,49231560743,60585654,159,53
69,76125043835,86971261,164,82
90,23741695025,15331616,167,52
61,23079685474,60500749,173,92
38,96857341273,43967683,156,69
23,64732198546,61195144,197,85
31,54890632115,47081440,165,95
56,81623597455,29994786,199,85
64,57082941676,89724737,199,93
20,72014365970,94211691,165,53
31,05462193734,12751047,166,56
88,16850234790,42799880,170,67
53,39754802629,66258940,199,52
67,31856274071,14280807,174,57
18,54132987655,91661718,157,89
34,28759031603,95774380,158,69
28,67953840200,19156922,165,51
27,42810635790,20908103,177,76
34,52749018676,53017011,159,90
44,19756240849,78916308,152,61
36,01623958415,78086963,194,70
73,14579263855,63041795,175,89
66,82745693000,64842339,175,72
42,58967230400,32337773,165,71
51,12057489620,24951459,163,79
85,40326951806,73437894,172,98
47,61237904803,30325194,162,65
81,95608741366,23203685,182,50
22,75632904199,42486499,189,99
75,56723904800,40232534,190,67
46,91035874288,72228001,167,77
71,64930817269,66934535,151,91
88,40965281701,46786582,193,80
33,70698421558,80792223,195,68
73,02674538171,81257704,167,96
25,36849712519,13848802,189,94
60,23187945023,82042737,172,50
61,18974032597,20875868,200,80
39,89607123450,91060733,199,56
76,89476201304,75119061,198,66
41,05274893104,67658444,166,58
63,01468752901,66516303,188,87
67,28176309478,79972598,190,69
30,54231907625,47800007,182,83
40,16805492351,98360024,169,59
66,31694785084,83257500,196,75
72,38154976200,21583826,163,75
84,29358716002,60154770,157,67
28,64278513062,95894118,177,94
74,76209581340,31356024,192,66
42,04158726344,59049356,200,89
84,01483529606,88061990,193,96
40,08613495710,27682180,159,56
69,78439210523,88160484,171,98
31,72150468930,58496711,186,76
50,06938742103,71099419,195,51
61,82093461560,80968080,175,64
47,84357162955,24230325,190,99
51,02734895188,49219997,183,65
19,64573980148,68577436,189,75
65,25407931850,40933719,175,61
22,61259703452,47235147,168,57
76,07948325638,84599015,176,79
43,03891657439,63939420,199,80
21,62893570186,14344636,186,83
45,03765481939,78420366,157,53
45,30941256707,93912296,152,57
64,57014269801,76018216,167,99
39,51674280920,56158791,184,74
54,89063724187,60214731,178,98
66,32896051759,23810044,196,62
81,24685713044,97387167,160,96
90,36170824913,77811694,190,62
18,96351874084,14803345,165,58
52,69570812494,82663228,179,64
88,29570813695,95890292,195,56
77,39028567186,95028894,190,50
34,87190432604,77843827,165,61
24,39508476184,37611493,161,64
64,56328417071,93979274,176,82
78,16408593224,58791474,172,91
19,07168342940,40298006,163,75
58,98607142585,49637872,196,86
82,47382619087,45901618,166,74
44,93405278104,91268440,200,65
70,81973405288,22117242,174,80
63,05172936840,79056294,154,65
36,40912567325,94246674,178,95
61,53086147253,78433264,192,89
76,91632587491,66808609,184,57
49,94631805242,59782600,158,63
49,84715269058,72117719,178,78
79,49057683148,97489093,165,52
26,41673295819,80662577,200,90
83,63859201433,49185062,153,65
54,21839405732,29634412,174,85
69,08763429187,25976055,150,95
18,91543706207,43505248,159,78
73,07921453805,74832146,164,60
39,12086374526,60472405,167,61
88,95823601433,89542693,188,85
70,92768503177,91287516,150,75
41,62701549361,17127794,182,56
56,68719435010,17233049,151,54
73,59842376010,78427754,176,84
81,69740813240,74517280,197,78
36,31986705439,64170068,157,62
84,30175642907,45364272,182,53
70,64392517080,23980778,188,99
24,52071934652,71535520,176,62
29,12794683004,21761816,181,61
30,51247986020,18068077,200,67
43,18460379213,93382678,150,50
21,25930146870,78721006,193,77
61,42371850608,80640881,170,87
47,62940571325,31337067,180,50
39,81574693093,10356226,199,68
66,42195768355,12505167,176,88
49,37260948574,94427101,200,83
67,70946312869,28235390,152,74
56,46593027847,65907549,156,71
67,76035981410,51813826,160,80
86,82713069440,63817331,163,86
78,02749165334,18969525,199,66
60,48725619020,85839189,181,69
41,78052439647,25478042,189,72
25,72916580395,10349813,165,69
36,05749621316,23221266,175,50
66,03157469207,43741709,171,65
68,09387512630,54412058,165,59
50,09514386701,47660419,200,80
72,45906871357,65701816,169,78
27,01295734850,90160061,171,94
45,96185042711,70197047,179,61
46,72639054856,11075213,158,99
34,26739410534,24900399,195,80
71,25760148362,62475174,153,87
75,73625890429,98596896,160,64
19,74236501880,22349149,163,61
40,01598274694,70834087,167,76
45,08423517608,24285573,151,94
42,18925634015,86999127,155,78
64,21937084523,90988407,189,89
33,14903785297,27004627,192,66
55,17826590485,67898348,178,87
74,07841563957,27610925,185,80
32,34960712570,78912857,194,96
40,51082467901,86177098,193,83
35,81406239704,67071226,197,50
69,28701649396,96987403,153,54
82,28546917094,47449954,163,100
29,42807915620,75903624,196,58
20,93017425860,63501422,197,92
45,46128703950,10991233,174,52
64,21907864369,98611537,160,51
32,36529078177,73689610,185,53
23,53169874039,36349478,151,78
43,63879415048,17814191,152,88
38,91456738291,50863984,157,70
76,92103854624,77269174,151,76
79,01536982415,23080904,190,84
46,62479035107,92696491,198,63
72,38102956712,60017404,187,92
55,78631204544,19140717,173,73
53,24197835655,30087621,169,61
55,29574816346,99700437,167,89
78,14208956720,26015099,189,85
41,18239640524,85194092,162,69
55,81329076478,63168918,192,56
84,23501847653,64444191,150,78
65,81270536435,51210827,188,97
51,06159273868,55906608,152,87
89,17092385695,37549245,180,97
43,85604297194,52505001,194,68
71,52943680133,51364027,157,62
48,75140863901,58726345,191,80
75,87961542094,62143332,162,90
30,74931026869,96626659,190,62
21,62409587194,70853642,150,90
89,97538106286,23585209,196,67
72,26754091380,16685407,157,55
55,80416792340,82457068,170,64
33,82147690350,65149349,189,86
30,46278190303,97880869,171,60
78,13705942670,30088850,152,69
85,03794126599,37681168,191,77
42,26471830904,69564016,198,51
47,90387451250,22944101,175,90
48,75140623943,80159330,166,96
59,26701893503,37587945,169,86
83,07985162402,74956022,194,66
27,27045316925,51600958,173,59
68,13964058289,59367216,154,71
66,03957826438,59857288,193,54
61,29608471303,87231021,200,79
21,53608419233,62873512,174,70
83,29514807332,49280771,196,81
62,87140529388,89283804,167,71
83,56309872168,24873947,172,52
53,74318592014,83625465,188,93
18,56032947106,76986911,180,92
73,84051697258,53786300,164,81
47,58031249741,83561225,159,56
56,56210374999,63500732,188,93
73,65934072161,16349237,190,95
81,50976421399,97179864,198,71
57,93548062105,29403801,194,81
53,60759148201,38760089,172,75
89,14730895657,31390862,198,63
74,58031792488,21934601,155,78
18,92401876340,28548175,154,88
50,23590687177,95935254,190,81
51,98123045689,71042345,171,80
28,67829153400,87253689,151,66
22,56347128900,17211435,175,92
60,78641950249,86172701,188,91
39,58243017941,35972568,169,76
53,46712508967,11460161,151,86
81,08675423900,86154657,155,73
59,14307692896,73346856,155,98
61,37641085253,46169647,159,71
63,26597143809,15194123,200,89
25,30762814969,33702822,159,74
89,62831954746,16537202,199,55
64,42017695858,86316886,162,91
30,13870645920,14201965,161,87
60,40879362103,51179440,178,61
44,37465289092,89344018,174,80
56,74609531801,42187703,165,89
38,27491803504,49419781,161,92
35,58734012680,41961746,164,86
67,83609157259,23802716,159,93
61,94530182606,65141230,170,51
77,36294157099,91059173,162,60
19,50139682406,89296452,177,68
74,29371405643,33797142,159,53
46,89106237568,26814415,197,53
22,37945160280,83151907,168,81
90,78316204517,98523813,175,83
29,63245871937,27414275,172,57
87,71924538628,16902378,175,63
44,75401962380,12024063,159,69
41,96702518340,33984162,166,51
64,21805396498,33714128,164,84
67,56890421701,40388738,198,77
54,17603845262,51148142,163,56
43,36754921846,85736006,184,80
19,84569302700,12896419,165,96
30,27564190361,10513591,161,64
58,01954362889,67171247,188,53
90,41298763509,93328808,164,72
78,09263785465,97657768,158,72
47,97032864538,73754504,177,71
84,28130659433,95209463,199,98
56,59076812330,53662242,154,86
41,72534890638,98046640,161,67
67,37416289564,87315959,180,75
74,28341576007,43785565,151,50
41,18479362537,50101410,150,50
18,59473618093,70970644,179,92
90,21358406960,98553207,187,63
84,50479631875,72111022,173,64
30,56037198268,42445050,170,63
60,24695387000,86254562,171,73
48,27864190340,39163366,191,88
53,40283195797,39066511,197,88
35,06835924160,53509601,195,55
30,24357810671,44292978,168,62
82,23715608471,74380967,178,58
76,06794821567,31445927,194,51
26,73962451099,42082128,191,68
40,39258614755,32865179,172,71
43,41209763516,70715363,156,74
19,91354607252,30350176,177,54
41,43720891631,68514300,179,70
57,09328145651,74807823,165,85
53,50281794332,60160155,162,83
67,82653174090,61093961,153,66
59,20813764904,49215666,178,82
79,94052673107,88381359,195,94
71,78426105335,71278801,176,58
62,19468570339,78077609,165,72
41,31769458255,16341132,166,83
60,50798126302,52816334,159,66
58,67450321807,39905394,182,84
39,34062819589,53284906,165,57
50,68452791011,81351228,190,90
73,83152076444,38978294,158,87
70,15739604893,94951788,180,68
61,48796350229,84184158,193,98
47,90621783595,15080774,184,69
41,18925034689,65433726,168,57
37,46287350938,77162344,165,80
43,75134890684,33306760,193,93
36,05197384620,73566434,190,73
48,18903254732,46751488,187,61
50,51976082420,63297436,151,92
33,45280679194,64120240,165,67
86,71930254652,28378718,188,65
51,39540716810,31318673,192,75
47,43290768104,12213483,180,93
65,43708192613,94675863,180,62
21,50239146743,90791177,182,82
61,48973056247,51871824,179,85
52,60983147566,27583093,199,88
78,45302167808,78180464,196,80
71,23561847080,89984191,169,85
82,45810926711,95073357,168,58
74,49058627101,66903068,169,72
61,35761984237,54351148,162,81
57,74261503808,12525741,167,87
85,62509813730,48755345,190,62
82,20358769159,97941196,196,67
21,38921456015,52962380,191,58
35,50894763229,74176124,162,73
63,17506382903,49736206,195,71
55,78529640101,90661299,191,86
48,12638094722,38558205,199,79
62,53861420970,91284838,176,90
23,67201489585,95591906,164,64
69,46317085900,39540062,171,57
54,69873051295,10871054,197,60
32,94651320716,92672991,195,86
90,85930427160,38068001,173,83
45,42857063180,94673960,200,71
74,70984325638,62794402,169,74
65,54723960180,72445532,179,99
18,10972836586,48941255,152,94
84,50721684920,93469223,154,78
36,96217053802,47105126,194,74
68,60428957374,33272755,169,60
43,15496723809,32289842,155,57
22,06845179301,86638494,150,66
73,64098175258,29498225,199,58
47,58134906710,17653556,178,73
25,23014958760,34895231,173,94
80,57193260499,27385293,199,90
67,73160895475,24513992,182,74
29,16793458264,46531445,158,99
77,18905274323,19194918,195,78
51,86702149387,79480448,167,74
36,19538260406,83834957,177,76
77,94321807603,43998387,191,79
48,21680357417,61389759,151,57
42,79642815346,77360965,169,93
66,18590627411,53391032,155,94
39,17420568308,87044835,181,90
29,58276309429,44477971,150,100
68,13769584066,25872977,172,88
38,76432950856,82388417,165,62
33,16839740269,55294222,178,80
27,93087615277,60142800,159,60
48,47239061850,78448729,170,72
27,54260791885,44536564,156,81
79,74130592823,59304783,170,79
35,20863175490,98950874,197,96
43,42396015761,28152373,194,54
71,86597102312,92487719,193,52
86,07642598300,75690874,156,51
67,85026394710,41099819,176,60
73,19278305677,42454990,162,73
88,61482795337,85809495,197,76
35,49837061510,67124245,150,58
44,65971804294,94974891,177,68
58,90135862442,38877854,150,59
68,94732018505,20690280,158,55
71,62173895095,93435110,198,83
18,10279548397,44166062,161,63
64,18265970340,12636787,168,56
60,32187460517,18720363,178,92
47,21340879603,94797450,161,69
76,86950124767,16745853,191,57
18,56841709276,76196409,168,52
26,59623871040,84348537,193,96
54,29037516416,15615819,163,63
68,53041879620,61955650,153,93
34,10783569203,36723932,168,60
61,60854793283,59286193,172,94
87,97314086575,49184916,194,91
65,39126805405,22884658,178,95
86,47901523832,70989019,158,78
88,41286305942,57646566,162,90
82,51947268058,42893404,169,67
37,25970186449,41024513,179,62
33,25176349809,25106089,171,65
33,17435269891,60415505,151,56
53,38452906170,49159375,155,52
87,05247691334,43049667,170,75
55,92374081532,83486768,196,88
87,97568132021,87809080,163,59
39,64021738940,53997630,186,52
38,94683752182,16252068,195,81
38,09485273150,86519456,165,64
35,31802967478,59050047,175,81
43,53198047684,45927638,179,55
87,35296071425,44756388,161,55
59,95817430657,42429029,184,91
67,05648791348,49861454,168,64
55,13260897577,89346498,199,61
37,73689021413,93565862,198,56
60,82307461507,27743447,188,94
40,60198425767,13125000,166,85
73,41057269867,59044611,162,55
35,83542601942,80776767,179,85
73,81302479504,94658507,150,73
88,64053127807,33298442,170,76
76,58742096111,89466801,161,77
34,37561280912,64475165,154,69
65,52647108307,50849140,164,65
65,14827935041,98480311,164,74
25,78659321464,95967231,188,86
44,35902781450,34599111,193,79
46,64015827902,83278201,176,84
27,94731850223,25588991,165,57
51,32809745188,22352544,172,98
78,65210387453,19694509,150,70
40,18306572408,20019404,164,91
34,12078956368,32185283,152,66
63,30746928556,25821267,191,58
42,76190485375,19467617,163,95
66,39580647100,70524912,186,74
34,84760213996,63777372,150,78
55,92463051833,94922545,153,70
45,56791238003,24220027,173,64
82,16024985711,62903885,151,88
27,94572603847,34199007,172,55
71,57029134850,19580379,182,84
30,96782304104,54190873,155,95
47,90386754292,68097650,155,87
90,35120876471,94576332,176,63
82,10867349204,45256505,154,69
32,27641058353,89911068,195,88
84,03618475217,50129392,172,55
58,07324689140,26616957,188,72
27,82536704947,42087537,192,89
82,79465821373,54285512,172,99
45,50874126967,28786637,158,98
45,34807629565,13220279,194,83
20,27386051417,23447439,185,60
48,37460189510,12807033,157,73
72,54960218398,26334781,168,82
44,85291743050,34334705,154,97
36,35298016740,95153318,174,51
80,43618027931,61503712,199,99
45,41306285771,60949432,189,67
66,81096427567,16372010,184,81
60,27968405300,70435419,187,93
71,76249531882,38493246,166,62
72,17486352982,38649131,180,58
44,37265409892,18048219,155,68
74,83192465042,55910646,164,94
32,04612395743,75445387,179,92
24,89530427638,51451225,169,100
62,21579034616,54136454,180,84
75,75381690401,70359014,196,91
65,41639075801,21900864,171,96
56,81924573032,63418881,198,72
83,73152496800,12068412,160,68
86,28964375173,70309227,159,96
44,48159062389,37646193,188,78
73,53678910203,14291766,198,64
56,89637140204,54885140,193,67
34,84201976378,29155084,161,83
55,64581237955,28260582,181,68
33,18245976300,41818557,194,53
73,49123507616,33947926,199,81
65,34971605207,70055186,187,78
50,08574321923,93294725,156,61
80,86943721003,78681002,183,85
88,39842051633,85284012,158,75
57,26915807330,91074240,163,66
36,40659381710,71965341,177,92
67,96275418001,13269672,188,95
47,71456809393,45337960,190,53
27,84039152760,37895496,168,71
87,85324671053,28318263,177,72
22,03475192616,78094641,169,66
70,69510782386,48752176,173,97
35,27104398597,66953830,161,55
49,20687915368,66212740,154,92
82,73825146928,20207725,156,95
30,40318796287,41578360,198,55
27,63921750407,45271616,174,70
86,29056178458,36247526,181,82
62,27049356883,78757308,173,89
33,15849206701,78461525,189,80
88,41256089702,84433663,162,54
36,65231079499,44504152,185,70
40,15086423708,92976414,193,81
60,75246803171,20963654,198,58
68,32087645108,31997420,172,83
51,93726548173,11772029,192,50
71,85634912024,54867927,182,59
76,57401632853,90549890,189,76
18,78256914076,55652135,178,96
42,95016738475,85646579,154,94
61,90761843566,27206236,158,98
39,95472831032,23805102,191,85
18,05629713868,96274956,158,94
53,63124809769,33358430,167,55
45,29105648785,77540051,153,57
86,75431802941,63431385,182,100
23,76821450994,46349914,177,74
65,93246157006,36489191,164,92
83,41037289650,59905181,198,60
83,82053469170,49825490,164,96
65,42089351624,17420758,154,73
82,65438720126,61807952,152,60
81,86324971546,66585070,198,57
51,37401625970,44432457,153,92
51,82679401387,83790338,196,80
45,76905841285,74976934,180,62
51,83417605253,69860973,175,85
23,57491206867,47539628,191,55
53,89076251401,60006771,164,56
67,94862731031,52135451,189,51
21,21759643882,49834206,179,70
58,43510896793,28455244,173,83
31,45026173934,95803514,150,79
62,95068743100,64852522,184,71
25,67938425010,19398994,154,78
77,94350827188,62428876,169,59
35,29184365773,10546329,174,95
62,34086759292,38283044,164,60
54,41367859093,38197983,150,55
49,72954081694,65526542,176,55
31,52391684746,50577503,161,63
66,36594810766,39980169,153,71
75,45230897600,94238450,164,62
47,14698203740,59247470,182,96
59,26730415835,93854489,180,80
32,51493628089,71246985,164,57
59,28379164040,78105257,175,83
59,86945721094,46482472,187,58
18,05384217979,28113203,197,72
64,68937504120,49292009,194,54
79,01987346548,28286663,170,68
89,70654819211,74055415,162,62
74,67159342070,93690068,180,73
28,79652031461,50984121,197,61
29,96834501215,37537736,185,98
80,46789023178,73389848,200,88
74,50143967800,11772918,169,84
79,64132905870,90614639,155,54
52,40729856194,85140957,192,86
84,86275349182,96750244,171,93
34,45780613966,24543846,198,53
50,69238057400,70741445,169,55
23,26503187912,46222641,183,60
39,95320461860,16015786,152,51
43,13609742534,53248708,170,100
39,78154290685,12443964,154,85
34,10823759695,65318471,191,74
57,54072169811,91605436,198,90
67,08253194633,29119017,161,69
28,82096574102,27438545,185,55
19,70648325180,17230777,199,53
77,50369481739,15039791,180,93
57,42035198615,68954462,200,92
19,16239478040,23954118,200,99
72,29836704574,73787687,156,77
39,91485236746,66937389,175,74
65,27839615473,64960526,151,66
28,30825417635,77254650,194,79
74,06841925785,12454930,175,75
36,52439687146,11719347,154,62
56,16302547970,83497017,154,90
38,05284613708,17669701,189,86
38,61829034731,34339780,164,67
38,12946703878,80106047,159,80
36,02734561808,87471817,162,91
59,64079185294,14450060,188,90
86,56793082400,93827887,194,98
86,03294517823,35109924,162,82
30,78210345923,53609234,150,76
21,36945271099,56930296,183,89
72,10347962831,90192900,186,91
29,31469827069,45764079,166,56
22,02685971386,37343678,195,57
62,51849630739,56822400,171,89
54,24678351973,82941750,152,93
62,40762319534,74734582,196,60
85,81529736021,13411435,178,74
25,98602154720,34738409,163,56
38,08965172330,34249520,192,86
66,03672514853,69241064,178,90
61,47109625370,57902487,153,57
32,39418560224,51533942,186,80
89,89120753659,74942615,192,77
27,49176025802,52160792,173,79
62,97618345066,75781137,185,84
67,59712306461,32844454,181,60
86,74260831526,96298440,155,95
44,91578246300,68832987,197,83
63,26375190452,53869600,158,86
37,17594380657,99613157,164,95
68,16792803413,95078485,154,73
27,35041862753,16666160,189,62
72,56903871420,34992865,199,93
52,76425813946,57091277,155,65
57,04738612590,72584549,165,70
89,78140956384,45424224,178,52
36,76213409831,94288852,192,58
38,40561723826,18068786,185,80
43,89406735229,62753492,153,89
50,58973246119,58339520,153,89
32,65074819202,52115802,175,88
83,78615432007,24291389,154,76
28,80491273541,67314777,181,52
88,05369812489,38490731,158,73
23,87546130948,44094497,198,60
78,48395106289,19349958,199,56
53,37902458104,34172350,186,87
76,71658403975,27853782,160,88
37,49305718639,66334356,190,100
48,15623748007,26692580,176,64
42,71953620434,83732246,190,56
42,08752319423,92352685,164,91
84,79580416320,86601099,189,95
32,01984567357,15468747,173,86
38,96783152464,15555308,163,65
57,61432950770,71197699,190,92
35,46712089549,63631973,184,66
85,57148632080,68308304,180,82
58,42639105833,93890242,173,99
25,94672358119,79825403,159,85
79,72604185326,84363106,174,78
37,21584367946,48039129,177,84
64,64729853164,25181904,181,86
71,59786430247,23403516,190,68
86,06281953460,22401495,174,52
22,28459017397,96551989,174,62
68,42185937600,91344994,185,58
71,07963854247,19013149,189,67
55,95037681286,15982944,161,86
90,35840267929,56887514,152,92
27,81267945346,12880133,162,67
36,96415832719,29960540,167,77
82,30647152835,45877555,161,79
52,65792384029,45423512,171,93
64,50128976411,17747594,156,57
18,87396104548,43542124,166,56
39,68714903539,86545742,162,80
20,57430981666,64101348,167,98
47,04816935720,71627960,169,55
42,61492580767,12057857,170,86
31,20769835112,95830676,166,76
66,71502398621,41458297,171,51
51,37621498013,93012863,196,89
52,53784612946,22530443,188,91
84,85340671208,87870240,181,65
83,20379184613,66108261,158,84
55,61973524007,18677469,173,53
34,87230615453,47433850,159,80
70,24705896300,93521720,174,94
42,47892150323,44351705,161,65
38,81270695401,46961330,181,52
43,49731602887,25516766,155,53
66,14307259823,10772366,188,63
78,08394271588,95421001,200,94
39,83057246117,53584108,156,53
83,48950716348,71852455,154,83
88,50276849167,83038998,193,80
26,94863102704,69012633,156,70
77,60381725480,97447623,189,88
81,10694782530,75486500,156,51
47,01495627306,89736179,198,78
21,79658210449,53691962,165,61
85,49680237150,55110534,174,84
52,72394160896,55749279,178,88
22,40517829649,19836043,199,70
38,39465810720,99825773,195,80
31,59402867392,35864881,154,62
32,60139742506,69253660,189,52
57,29518730695,56315509,193,51
26,27016498387,89738158,172,86
61,46375182964,35472494,151,86
29,67251348900,56016312,183,82
72,14537068280,32045635,166,70
58,27069385447,33260350,170,54
59,54028639700,98098403,179,97
66,73841529097,78878998,198,52
62,18029653786,36449400,182,70
78,17640235952,26972769,153,58
26,08239475647,53408285,199,69
71,39041258779,87649143,162,83
88,63518470957,82874837,198,81
52,48516792382,21360097,189,73
83,98403572638,98068272,200,66
18,13469820589,82072903,160,55
70,54210973661,55964649,194,75
57,96821347573,81679568,180,57
19,43528791004,13274267,158,88
78,80594376238,42975444,158,99
68,35476908200,62802913,182,73
33,82694701558,50061310,184,91
72,84750962392,25237604,161,82
86,04231759804,43336953,180,80
74,30758961286,28824703,162,63
64,65284197011,55757922,177,85
81,28659104315,59327643,186,91
50,38051964233,79641963,195,97
25,49207856310,96698453,169,81
81,35817024608,75851833,160,59
72,97486512076,61504958,181,53
57,40627915876,95059149,154,53
61,63718045966,49234072,186,93
52,50723146934,45101433,191,82
73,57120968467,74051610,157,74
46,71829654373,81602078,184,86
90,54192378655,50549671,158,99
26,37654810920,20996769,174,99
84,15289436782,79183460,190,91
48,39564087139,13322718,168,55
22,58197026386,71380510,171,97
34,58739461246,33221281,159,94
46,89752304141,81689182,200,50
68,04176852380,90685345,174,68
57,45718239088,43796271,190,56
49,45972860392,40000329,170,89
46,72508461911,23920473,199,62
62,26083975140,13233167,154,55
65,67984025347,16343847,188,94
62,91702863450,18579512,157,100
58,73801254607,43306171,177,75
41,69270548120,42494798,164,51
77,96713528473,15158015,195,94
57,56217804930,24988555,169,91
84,64198305757,48088941,154,50
64,56201943889,97216550,180,56
27,83275940600,10517449,188,74
50,20693871512,46821117,163,73
22,90415628776,40168451,196,77
48,02847135626,58142388,188,95
40,69504732143,71254732,150,82
31,53824107988,85464390,199,55
55,79016432850,83083340,150,68
49,24073569856,50279999,170,72
64,87641309593,39897490,187,75
58,70683495283,32445058,191,56
46,58160492324,54699693,184,74
52,19684307250,41521098,184,80
27,74938516209,79418770,178,60
61,78260415976,25464973,182,96
74,79021685302,86815692,190,77
21,91437028640,98338715,155,66
82,01854697285,79129275,181,57
24,30184695775,87984209,158,92
80,27491360599,98835927,184,74
32,47903821687,38060130,158,54
