idade,cpf,rg,altura,peso
18,87235061480,46379807,176,57
50,48973215655,38343497,187,82
44,48976203178,70005336,158,76
20,79208613496,70405511,196,65
27,80642713553,48618305,196,71
72,21736094831,59492640,186,87
47,93056812712,32595871,171,54
84,89720613440,97726832,164,59
63,10926784501,76125779,169,67
30,74508219314,60278768,157,73
65,84370516900,16698821,199,72
64,04152378662,98268272,161,67
69,31629540706,81269472,181,68
89,36198750493,83947275,156,98
57,23458769137,19772866,200,83
29,30976845229,50695876,200,83
77,49073265134,78841749,163,69
74,93018254732,60951358,162,97
30,80493621598,74770331,156,50
25,81937560295,30895797,190,97
70,63029145824,45124657,182,91
28,97165280430,66105728,193,80
59,96230417804,91632098,159,65
60,58246091360,53947743,168,82
79,80965132498,58166364,152,89
37,61045972894,77334255,197,60
21,36924178022,77955641,181,68
79,48297605329,88311540,168,68
77,12846057958,31995368,156,84
21,12706598395,69149166,152,52
59,38209651498,13943462,170,74
59,45907263199,55388838,193,55
42,48719603584,14670725,193,89
24,85073469100,58942119,177,54
23,51782490620,17280185,173,81
81,84301952624,55618428,151,71
83,81304926796,25164905,172,69
19,63217049543,89548323,164,83
67,24631987537,13515253,174,51
22,56907834120,11884856,172,79
30,97820436131,31650615,163,85
58,81042369704,32638758,178,82
47,67148250994,88831333,166,67
74,48301967269,66749897,166,69
67,13687905420,75922906,151,52
79,50387421904,51971139,185,59
72,60741529858,12818673,150,50
27,21530678986,32603257,176,78
55,24517986020,77867187,200,68
39,67304185244,73212754,198,74
36,85643219719,78418321,168,84
73,06374985265,12176096,169,59
73,73529680168,56446732,177,60
75,25364910725,41773684,159,61
66,37401852608,86527845,195,85
63,02693718503,93142663,170,60
40,58179206386,35188554,168,75
49,97145036800,52693609,171,59
54,14253068960,78305091,159,73
78,71563482053,96199217,168,84
30,98201653424,99562886,176,80
79,54386170901,69054332,196,91
58,64309271561,51414714,175,86
83,73268490131,45149935,159,91
74,30826941524,92514726,181,58
24,19253840633,39836785,166,51
57,34890671501,53059368,191,86
40,56278940167,94891924,187,77
63,27865943083,48670654,158,90
61,73601425980,68088852,200,52
54,14760825371,64546174,195,99
64,60912835451,37012599,187,60
61,68723941537,13097096,165,52
66,42705693106,49027631,170,74
39,27654908300,12518514,157,84
77,08459723160,67362976,165,70
84,54167092352,59999903,200,69
70,97864350100,31397111,164,82
54,40285693115,15825322,195,67
37,43908126533,97542761,164,96
31,05632948765,28550405,151,58
88,21304796850,50289818,170,84
82,08356129451,61757296,180,68
24,79630841231,36832048,176,61
83,85169230451,66860500,168,87
22,20583419704,40096229,173,73
79,62915043833,66293146,191,85
55,52830761995,18248128,177,60
35,82645901794,73929655,159,58
46,01629584711,37834563,191,82
79,07382951405,47609481,155,55
66,56817249309,34505146,152,82
66,67249083104,89529948,151,75
76,01827495685,91429228,196,93
54,91865043710,26657492,170,94
64,46739120803,52499414,156,72
90,64752091801,25942974,191,78
77,16589204306,56898914,174,59
50,53691078400,61122604,190,96
18,04857219379,75040742,191,69
75,97456031800,35575681,167,54
37,45396017252,28823773,165,64
20,91037452879,12006328,162,97
74,25487139032,77992144,161,89
87,95713840620,10288863,169,77
70,56740321817,38174144,157,59
50,18673954282,15998121,184,94
81,54892630160,74385189,200,86
54,36479581237,57574173,160,56
55,10973826487,96323311,183,63
36,57698310493,78270202,191,100
69,85349601784,72242474,172,92
51,81364275937,91443180,186,68
54,75312896446,62244979,177,98
27,46079182530,82904434,152,66
51,39458127041,55654338,157,58
27,92043871579,89253766,171,89
81,87034259160,18653619,150,87
63,09827516485,32089089,171,89
30,24035179841,54012236,160,67
38,20743596838,87599132,160,97
81,26013478562,93994903,196,91
34,79641532855,48383191,196,68
65,42870196520,18685983,197,72
41,14032567808,42448299,150,99
53,32496015860,44735387,165,91
31,40261983598,82590969,192,81
31,25637098140,19990658,175,97
80,24803519714,98196512,158,68
47,45682310942,68854603,191,89
19,20948573600,67735742,197,97
59,91670352803,79819341,159,69
28,18739652068,86020612,164,57
83,17683924040,43290301,185,76
83,09684153775,56135062,171,51
58,61073954234,80394526,186,68
19,19785264076,62501657,171,99
44,91045687375,69834648,194,54
40,31860459757,39560676,182,74
90,31905647875,58442915,154,88
41,23984175060,47474418,169,63
73,89643075265,57814395,172,52
27,50641239734,70895300,183,55
90,98364725173,15997952,184,88
51,89017362413,58675820,168,58
70,72068341590,13449536,186,97
54,40526398124,94900376,178,78
70,53806174253,47422035,193,56
55,42560819767,94282489,189,87
57,19705342814,29339611,158,96
60,02385174979,39414457,150,74
23,57184920341,34907299,160,100
82,02569413780,33592378,166,87
56,91823470505,49180812,166,81
51,96412370552,95976424,189,58
18,25807431626,19166701,178,64
76,98651372086,15965416,178,52
64,63294107552,47136071,188,84
74,94812056730,56055051,158,74
21,84293765000,85249535,165,63
87,91027645399,41831564,191,100
48,14857093260,17009426,179,86
82,94078356184,53704829,161,53
49,59437012652,80852887,150,77
63,89713625021,47330800,172,100
57,27104586326,38871320,189,76
79,25634179025,65723488,168,67
61,20938456792,72599459,161,54
27,62579430865,88794829,167,60
27,86473251928,33066759,199,58
38,92713540879,86998303,168,67
66,51708943250,50679346,151,98
19,26107853995,56014540,193,59
73,73185290488,24634630,172,52
86,86425197030,72624781,159,95
79,86143952728,36395902,190,96
66,96504372152,41509447,157,54
46,10389742678,19455928,197,64
35,70486125920,72133277,154,79
37,20451389689,35542718,198,96
70,26304189796,42229247,153,74
72,70286139413,82193330,198,81
50,09741638566,82983967,186,84
46,03251987640,60026591,150,81
76,85243970638,12440550,199,94
45,94203618533,12470961,182,64
57,19287054649,50962229,153,63
66,37498261537,52687965,155,99
19,50184932750,10976711,183,82
37,95483216024,73319681,183,67
35,76540319207,93229687,157,100
45,32486501924,97977633,189,56
27,62340579856,63744467,199,71
75,27863901502,20351033,169,54
66,08294653756,86787710,162,87
83,49307182523,55342061,176,94
39,34208196505,98947939,183,91
77,48075296176,17481183,162,88
60,39704812523,46110672,159,53
21,80294657185,56465662,180,79
29,82093517450,44599688,159,69
87,58360924783,57933431,178,70
83,82196053759,52451033,176,55
89,57462981319,89645865,162,92
25,19523740652,85710995,174,68
30,07429835600,19913697,172,99
82,36401798548,26793488,177,60
37,94031856270,35865582,157,57
31,34716980278,45681090,163,91
56,53674890283,87953292,186,88
42,45830167271,46984246,162,70
54,34096182524,38595957,163,80
38,02176438922,11274797,192,80
30,98147063539,77705863,166,58
80,17462938537,16475413,158,94
89,51274896355,97790160,196,55
44,61823495060,19691629,178,60
53,49162830589,29987266,162,84
25,04587961310,36317212,166,69
75,60728415380,76321304,186,99
60,58371640900,33998143,195,74
63,42856193773,42222754,154,58
79,18739540260,86651583,175,82
22,17302689431,62032618,151,58
50,29053186433,47373228,188,87
66,41369027869,77845339,167,55
56,48735026910,84492648,198,64
31,56924038115,34574338,180,77
44,94163507299,36355071,197,92
51,70831946296,15578172,158,69
74,68451793010,60784404,194,88
75,04786213969,45696305,196,50
89,87406531290,90995163,175,85
74,75231940607,91647457,162,77
27,69085372186,43957378,163,81
27,50974368229,57807453,181,74
57,20973568186,99021996,176,98
31,85716340920,45836251,171,51
75,05891376202,77305489,190,76
52,68179435237,40145467,164,62
76,04957862338,62760927,160,80
21,91538726068,17961920,177,59
73,20785931686,53796545,187,96
90,10573468966,90775640,161,52
54,83912460515,72290770,185,67
71,74289306500,96565646,151,81
19,13098764287,26726214,174,92
84,42751639070,43508435,194,85
74,84769105258,36665637,189,58
42,24187935673,52898010,180,77
62,90312768478,83595111,180,63
19,34297506874,20751915,187,63
77,80134629515,91634838,153,67
81,93867240140,89811159,178,69
23,39245601889,74496973,156,76
34,97843165282,67587690,153,90
21,72653801426,59878152,154,52
52,08942357105,52182320,183,51
84,01483297640,47279129,194,74
23,64128053708,44635452,162,76
55,97016328503,50059881,155,86
48,59647012306,45795979,176,88
72,09473851260,12284505,161,88
51,10584732635,65935361,175,72
37,83269107595,15801623,190,61
88,13582069451,50068590,157,91
52,45908617202,41354830,166,75
72,74126503943,34133891,195,84
55,15683907268,74773167,177,77
81,35162087408,68822173,198,83
77,95867210430,96890482,186,58
43,92618745094,58680890,180,85
37,15640782307,90099029,155,75
55,76193245855,71269903,165,74
24,53204867900,90963066,159,65
75,82709346150,79773226,176,58
62,38126057912,48265338,195,93
52,57642390874,70238551,183,61
54,41638250960,34798587,190,76
54,68540723107,23613482,172,87
30,23875416937,23827012,175,73
84,13597426891,91578888,192,73
45,28175049332,19651919,200,83
55,01348967501,36503196,173,74
85,92180365489,86391448,170,76
47,04316895206,15471959,152,56
28,48295631764,54027429,160,82
45,97263104822,44203663,200,96
86,60395417848,83724069,157,90
54,76125048390,83593311,160,67
82,35279601802,96307681,150,57
77,32195648791,48364244,169,58
27,95028371423,39934014,174,55
61,30247198650,89133296,177,84
65,06359174839,73352047,195,69
23,14803572941,12460394,162,90
53,06827435180,50431153,200,50
20,17583692059,57954465,154,59
63,61497025885,30921639,151,98
44,63519742080,84705937,192,63
24,49123685719,31017930,178,73
30,08419237604,52865557,179,62
50,05781329404,63295881,158,97
24,48190265342,96135275,182,97
54,36470951252,79430115,159,66
25,86705413271,59186054,165,79
32,49216580305,82157096,165,91
75,17593268012,58962957,190,59
56,13264790599,13931676,189,94
37,10462985776,31772129,180,77
54,81594670285,16638015,156,79
28,40317862553,28978203,162,72
74,82147093505,17609826,170,72
89,85260739159,31100658,189,94
77,45367281044,76683188,198,83
62,67043182590,39224465,177,69
49,21056798386,48683512,178,54
81,90736581286,17116971,168,78
27,18974205602,43857088,151,52
35,96053187410,35117899,182,61
84,07694238178,29028281,179,76
75,65982071340,95589841,175,68
18,30197285686,31040011,190,89
81,82539107460,48105220,151,59
37,28476593155,79708297,191,88
23,52169307877,21198833,168,76
81,39801465298,42054106,173,72
26,07859316439,13155591,190,99
45,01965743820,78555753,180,70
50,92305678177,85091890,200,59
21,90538417250,83210853,168,60
77,20194735699,86925472,153,92
49,03942167506,62249729,179,78
83,50236187490,70199615,185,52
20,71046328913,26762844,200,99
86,23580164708,30208363,173,56
26,43896105701,32576663,178,66
78,51924680351,98540383,174,98
67,07639815401,98477630,183,85
57,38417059288,89399602,196,62
85,19035248651,63410258,199,60
73,39476581093,92549572,171,67
31,08271956485,10125508,185,77
19,80436159775,96632710,176,53
29,31704298687,78350285,190,51
85,69370142878,87874183,197,97
84,39562014770,44871913,198,72
83,49830165205,96382390,168,89
84,43869207140,23507114,176,69
28,74908531250,63571463,194,59
74,21893560406,80046454,171,87
84,40576918393,19012785,200,50
27,60951874357,93249179,187,72
40,83749021597,46082458,194,92
90,06538729177,82547480,170,97
29,54623908747,75806864,158,79
63,97325104804,58959042,166,52
57,82750413923,58384447,188,65
86,69531247846,37906650,162,77
27,52437680144,73265523,185,79
32,50619247894,70122858,172,80
68,83710265959,24069387,164,90
60,19064275858,69852349,186,96
61,18726905302,61735910,164,54
36,27840961576,19155989,185,76
59,96837215086,55679921,193,98
34,57024831979,38372357,156,91
42,94503268783,97833998,158,69
28,87692501467,80330760,198,97
60,75168403948,35224956,177,90
49,52680794338,47921441,163,65
31,92613405805,53660062,159,96
63,71430628553,17699136,184,54
79,07345928683,26023034,192,76
73,57132604961,32442535,179,86
66,83297150432,67897667,152,100
89,01874652902,60535695,159,80
52,28476051344,58076463,163,51
79,02438976500,18335252,153,84
35,17295840397,28452479,174,84
77,20871453690,43479366,186,57
90,65937082168,35846235,160,88
67,62509431706,53293519,184,73
46,10759863202,44412119,156,64
83,82159760340,17879638,160,55
69,79456201830,20823066,159,96
51,82405167344,54104763,167,76
42,59236018777,84301396,189,57
51,96751423080,41955184,171,87
49,61740582390,64437491,196,51
35,18950236702,74236890,169,52
82,24150973814,93826624,151,51
69,01589347250,86539328,156,83
71,95741382673,84731468,181,77
67,94537016884,41212845,167,88
90,48276931022,68753988,182,79
55,59840672347,54255389,157,62
53,43207698131,54168931,163,98
29,89602135786,39208110,169,90
76,40736521925,89656320,186,57
36,08645972310,99896758,154,95
66,48735690283,42292748,190,67
51,27658309168,59067014,166,59
19,18752346919,65820924,167,88
49,75294368056,24236004,192,65
63,54923760125,44513465,175,52
81,13648972537,74807733,162,76
24,13529468070,13120579,152,88
28,38942756000,51039111,193,82
75,40258936738,19260126,180,95
89,65831294005,96488964,189,89
38,34502789674,33135997,188,70
53,50947361839,69018079,175,89
23,34062579847,84190335,191,92
34,56137029859,18851304,196,85
26,73458602135,75098043,186,71
30,17468392528,64465844,164,93
82,74396152809,16445387,168,78
60,02319567461,61856507,150,59
32,87620935410,98693792,160,60
41,10794856276,29741148,198,100
44,60483297178,12785574,155,85
54,82147953032,67120862,181,91
82,35490826738,50017977,195,80
46,31649502761,30018477,176,95
85,41702369803,83589669,158,91
33,04396275838,48545712,194,53
24,17348692591,42646859,191,79
43,72908543141,84403914,162,76
28,10782653480,64556449,185,77
47,30745261817,71785178,178,50
89,17548093675,82808009,189,87
19,65719234080,76926499,184,79
23,38167250903,16981315,157,86
42,58674931219,84429910,193,96
36,74136852991,38023809,158,52
89,70148235905,56827758,180,78
49,68721403996,32293985,163,77
64,67120534807,41235978,180,81
58,09815243624,28158766,178,51
19,78153902695,70356490,166,86
39,15268094785,52476083,164,62
43,90856134260,68284288,167,90
60,01628754958,50128046,183,89
32,29381507686,43854301,156,99
76,81065397259,84274000,171,80
37,07195842649,88054031,155,100
54,98135724004,50216364,165,76
79,56027931434,33444997,170,91
79,89061473250,94683345,165,50
52,97085461276,66497485,199,95
28,82917650303,65050990,168,99
34,25941706820,64046384,164,64
53,34907681240,97624857,159,99
38,52187039668,65831776,155,90
33,16084937250,81159959,200,100
90,85413769237,85828214,192,97
19,83617904548,49359242,181,82
76,28403196598,53063541,174,66
72,43298650170,49075622,172,58
77,56123804960,67980210,165,94
80,53167829095,95126670,182,80
83,72690584310,34946864,200,58
57,57309482123,34698862,155,61
86,05924187667,95489470,194,90
46,58397406166,34670452,167,53
78,89452371005,84292321,185,71
77,54179280620,55603562,185,97
31,14095863757,41034697,184,99
53,39054817666,79034382,164,92
81,79382601422,52170290,163,92
42,97263451891,68841194,176,51
89,51274398673,97912043,160,62
18,58763149273,96032011,178,53
50,17238095432,35947758,153,87
42,79426153080,72731078,160,54
85,03596814251,99305764,152,96
50,03468751290,84814321,200,69
49,63097512470,15240396,174,52
59,30957412860,70630092,167,59
42,68452930747,39205860,162,85
63,49061783593,16716178,184,82
45,45207386107,86924890,181,90
48,69053817484,91982946,180,73
31,84753091279,72538996,163,72
46,10235674907,93220241,154,75
55,40817562362,37980430,171,66
63,46829137004,15506688,194,99
22,96402718530,45431474,164,59
84,05648712308,21022441,192,92
36,41508237905,50899292,200,95
30,21593876491,83833763,191,60
33,83946570100,17735718,160,90
79,41508273626,29389723,194,96
22,30952187450,46378638,169,86
68,74258613991,67448007,155,81
26,28031497532,25013101,181,84
73,57394862038,45879774,166,57
85,47312906516,53032997,192,75
83,17982640303,86277143,162,92
68,92074163878,59604616,164,82
88,23195607425,86676304,198,53
77,15974268067,43843047,199,63
41,97038624547,93419653,173,60
30,76920134543,49049338,190,80
18,57029486102,76852556,172,65
23,91458326098,66709206,153,100
87,68712450901,91845381,154,63
90,41527369099,83249175,176,58
54,64512703853,93092074,190,77
89,29765318030,92392721,178,85
37,18375926086,64242082,183,63
79,18937420597,71153046,181,76
29,70629853410,22924073,190,66
67,29170843597,79859397,191,61
20,05986371410,76855460,178,92
34,65492013815,24066385,158,57
71,86901237413,55989097,199,94
19,79621483069,38550502,178,100
71,53486920774,18447483,172,87
50,79162480340,49288814,186,99
69,35021746952,98426407,185,74
38,39285064124,53241081,200,94
65,79083625400,56733268,153,90
24,18025739686,97791020,166,96
53,01952674352,28275105,184,68
86,71239056877,37852625,194,54
90,52867910420,43085222,150,94
25,09346721561,97021129,178,91
48,01823954642,90844536,165,74
39,90421385642,11333653,155,75
65,59861743219,56043184,196,94
24,43780156253,64283066,190,64
76,59361742043,23738098,177,70
29,13596204860,28534011,192,87
21,98165340298,51928704,176,58
74,68957204300,58468913,179,100
36,06219458389,72138208,164,75
88,09387456110,34744737,196,63
44,48165273035,75315864,191,72
45,73045912850,10815610,200,85
54,43980125750,79305425,175,92
40,20549371850,37567527,192,51
74,25386709186,97295381,169,57
27,82654017958,85391185,169,69
84,69128534719,72763287,167,59
25,59804637200,61668192,175,84
75,27583640938,99082393,165,97
45,20583194788,23290684,189,83
90,51429370661,72255585,192,84
41,12356980768,78364319,171,63
38,80642153906,58717523,169,72
33,08615329702,40276308,156,57
36,72846931500,46233461,182,65
47,36402895105,56234259,184,72
56,52804697185,12073203,156,80
55,97348015620,64869674,174,85
41,17352048979,37900702,172,90
73,69857234038,31550090,191,84
28,42860937510,35528751,161,86
55,16489370557,71260641,190,81
18,69401873593,68604110,164,83
57,67231895077,84781908,196,78
31,64138570993,93917535,178,51
80,70816594384,89052509,155,97
34,49135067225,77137518,162,81
37,45283160726,14515134,178,100
37,47683910520,59624284,197,73
27,71426530943,64241986,166,51
42,76081234517,59224429,184,65
63,37081549241,97198947,197,95
77,35728061940,98986344,154,83
55,90648271501,11022467,151,53
18,10397846231,76038406,178,95
60,03514798214,23196131,151,91
85,18352647008,10797062,182,100
32,48709231650,19945738,159,81
28,18056923721,15596838,171,63
48,56732980483,16230696,153,70
25,50178439223,69745791,158,54
20,18246095315,23700585,178,86
33,58319072603,88509821,171,55
78,96053782130,24498729,198,76
58,38912547097,15403007,176,88
23,42079153897,19983832,194,63
66,48562930105,13297212,184,95
83,01849536260,48136996,151,69
74,71368495001,97920356,192,88
22,53690817277,36124076,166,57
72,73942586029,61863291,161,72
46,38210746987,49661763,184,54
49,46357082929,36541144,175,92
77,62709485338,86545336,169,87
31,25964173080,45683985,176,83
43,21359647007,48850362,185,96
68,48237065107,84104438,178,90
90,42598037600,62071234,179,79
48,02857496338,35874049,160,53
69,24813769519,47547694,191,77
74,04695823160,11147312,167,95
47,60591723425,73263086,181,64
90,94718063213,33606520,158,85
31,81790654211,75629316,181,72
79,85634921015,82498657,179,68
22,59814670294,58318231,191,81
46,61027483526,27344929,195,68
78,91408726530,52929221,172,100
88,89425106398,26164001,192,75
52,46073852983,57401174,150,73
83,52304168906,17455265,196,96
34,56724930847,47682790,165,76
19,09742831505,16188593,153,75
22,72864531909,18589316,150,98
62,31849762546,43355037,193,52
66,34609528738,65986443,158,67
80,40789613204,12495513,150,51
86,29618740331,22403040,180,63
23,80713962577,11432353,152,79
48,58314069205,48250104,178,99
69,41065987285,43892743,170,90
46,12078369586,47077803,191,51
47,23105784950,24895402,157,63
73,87405619339,60923868,157,92
37,59643872173,90170060,187,65
53,72138964078,17565583,172,61
19,61587094258,94077731,163,85
26,20697435865,82270426,175,66
52,45389012704,40201698,194,65
29,49651207876,57285294,162,63
28,36490127822,77535650,166,70
35,26097485158,95689002,177,83
61,31982076577,47541948,189,84
19,74305612925,54510534,189,84
82,59407832104,20311278,194,69
30,95768431209,83897899,169,54
56,80123549698,54182116,152,60
37,92071436580,48007913,184,50
18,84205719388,59857621,194,99
53,74358201644,66342963,185,97
39,75264819076,90199012,190,73
55,82705134662,65670271,195,85
53,97402315860,75786624,171,92
70,24509873123,22195407,175,82
72,59628317482,48596266,194,70
46,83019427622,45714917,158,83
61,45203971897,53964608,196,61
37,98136024570,80393169,177,63
81,93587460256,61657360,157,75
68,38692417050,44325162,158,68
28,30517824914,29939020,173,81
73,41367920507,81171461,197,64
83,49865231042,58099792,190,88
34,31582764026,19726341,150,91
62,04287169549,15843355,179,97
33,81530792630,71310311,171,86
59,62154093833,54904481,153,51
88,61325798428,92773248,162,81
45,28740953629,44647663,200,99
78,25498176309,16030595,169,83
73,92645708102,21288350,150,78
54,64092135815,28109634,172,57
60,42931607878,80111988,183,57
52,42538107644,54135845,178,89
52,97203815404,10845600,164,89
65,51396742891,10670199,167,70
85,41958732079,99730572,159,72
74,21458607976,12263205,188,52
79,46170523808,42042921,187,67
59,26045387929,68343195,180,78
23,38619470566,54525080,160,78
62,53912684006,69007623,187,86
67,47093268510,25354364,163,94
61,36524910761,50799086,176,72
60,09743852638,65339630,152,91
48,83741069213,82255518,162,97
64,38706214940,17275250,155,59
29,40276839510,68929957,162,84
63,31657924882,32221899,151,94
69,51432087690,38498046,159,73
53,81567940285,36245437,169,93
82,31674925891,40254559,160,64
65,58140739693,16785371,173,71
66,80937165212,28395415,180,73
21,57098162302,75091392,198,94
83,93846752029,83049951,196,52
19,98521076312,24526600,152,68
19,42138790622,78240798,192,76
67,14852970360,19010039,176,53
73,52348769182,45680057,160,78
37,42397165007,55821305,164,98
64,01978643250,87388946,165,55
61,84167052326,48548344,177,86
51,34028567190,47902259,184,87
55,47925613882,39283082,186,87
88,25043967161,41214471,155,61
71,84215670390,77386601,156,83
49,42698031778,30998770,163,79
57,39672541864,98864304,166,100
70,87502614958,70516994,164,100
74,57496208329,27678825,161,60
49,03564978100,77203281,173,97
60,28491075658,85156169,170,95
83,19864350242,60963260,171,61
56,62483795137,15592878,187,97
20,59648023115,56346999,164,83
40,98427365047,65332081,181,62
80,21647908396,67468953,152,56
48,34708256965,11274343,170,81
86,24631859024,28124991,185,70
64,67290134516,44107953,193,66
83,54307619820,87715586,172,88
39,12805793668,20941296,193,88
72,91054836701,62563009,177,55
78,19852603795,63358946,178,91
73,15469028720,92341840,180,87
61,63749812004,99263382,186,85
31,78304951657,30731262,163,87
28,73561482007,72046484,154,59
54,35604289710,31321742,182,59
24,29537480674,96734028,190,51
52,06871542949,25084503,196,50
37,43861025906,67774178,191,94
34,50187426902,83294211,164,67
66,97852134637,41938727,172,68
44,94530261824,49139482,154,67
41,87465932092,15861064,176,93
90,70648321517,53774383,174,50
64,25473618928,83963489,181,65
75,75491280305,48785104,176,60
37,31628047526,52310503,164,52
74,50768431271,21581118,170,88
23,91503467848,82098258,187,67
34,07134296822,35830939,154,72
37,27419605343,86519241,167,52
74,63479150810,78164907,154,61
26,52981736400,42309734,198,52
86,49760153866,22362643,158,91
67,64870132508,62776765,167,95
57,57431960280,68576549,163,71
33,39175206803,34783925,155,77
55,20548169730,92293535,183,56
30,39765182473,90983795,174,85
72,02134765844,67786937,183,93
78,17695823040,54338695,181,85
90,73904615270,69422419,184,51
70,80613492560,85885905,154,74
33,17489620511,69843351,153,84
72,68359172455,14667140,168,54
24,60145293815,12381908,157,89
74,03461579866,52423343,197,96
86,02856734162,94082040,186,88
61,61395728437,87246564,190,76
35,23518794655,41242487,179,71
72,91307652425,85096120,171,54
32,38920416524,76844052,152,77
67,46578021949,96294939,152,77
20,94631582006,30575824,173,100
86,90564328774,96624528,164,56
57,80327195479,90961860,160,81
28,67489203538,23243942,199,88
25,24806137553,20816771,184,87
56,48026153707,77844038,154,65
51,47903528114,94305391,159,69
27,40235687910,49978130,162,82
33,65138907212,71448021,166,55
19,03925678492,82839834,180,50
46,64235807153,99549216,159,80
21,42130875904,95035735,173,64
56,42983670538,43674466,159,58
63,80721534635,77780135,176,54
30,08492637510,69541947,159,53
77,47103265925,61217623,169,86
82,16702489331,84386378,153,67
48,64790123804,12374722,177,88
77,46192078530,82825621,159,66
21,52739861419,11523109,177,88
20,51920386424,92153401,173,98
44,94268051333,42886699,171,95
47,02974386547,60395696,175,64
72,08976312503,32231951,187,81
75,30891465766,79427577,151,94
26,67492105380,67620960,151,63
84,61309854793,25141778,153,77
65,39402768556,16330535,151,63
61,91435260805,27992154,150,52
59,16807942567,71561621,165,80
81,63405972116,17605434,180,90
21,86957410285,52914251,193,71
74,74560198357,18187033,161,61
45,08352614762,86682037,191,94
74,01294786520,86108901,180,72
83,60981457258,43490899,150,56
22,95641703206,84942661,160,96
43,08934725141,90265876,174,90
38,62159734837,53429921,158,64
48,90263147525,19181977,176,89
25,32587640938,12623363,151,94
25,51093862777,25525894,154,73
73,76945382010,22812774,179,78
35,83127460996,85869648,155,90
69,18435096793,45806496,161,81
70,19568234764,14251140,172,93
89,50879431288,12790014,162,70
39,35491802760,42954021,162,83
36,20853671435,83451868,189,96
58,82641795094,62145272,186,71
53,30967825474,68186131,180,73
50,34160975216,43434043,155,74
72,84715230607,95717625,167,86
90,52176983491,45465613,163,86
76,52890463133,58773563,165,71
61,59603284700,58530401,177,56
46,71069385212,90735748,182,83
23,05278463929,78952096,167,58
56,72513408950,46582747,199,94
19,10265493706,63614370,186,67
60,25986403142,79554689,185,93
25,96410732570,81571839,170,63
90,47152839050,72366914,171,82
47,37942015661,23855840,189,71
71,43196752828,52203211,159,80
30,32691570886,45607294,175,59
77,46751038984,40529133,164,53
31,02147659894,85329834,199,85
85,08652947392,56732079,162,88
62,37052864983,18389901,182,69
28,76952401334,20889690,187,85
69,26107538968,61654671,181,98
57,03174862922,41049433,187,50
31,65802731940,37226451,199,50
47,20893465151,16652910,191,83
49,14532890705,99200860,158,74
61,20967413869,83454634,154,99
72,74689523100,38439497,200,50
31,01439865205,33663894,151,87
27,93670542892,42860064,173,78
56,27430985114,13341917,194,77
30,13076954261,67653573,171,54
54,93504276134,72572892,156,90
29,41039528651,11516506,178,92
89,49675321873,71292648,196,78
47,20687145902,12601929,157,67
68,52730486135,63378739,173,85
45,16094837231,63830111,151,77
75,70862195411,15134916,183,91
42,85130476271,65719027,200,89
72,15973042804,29727615,197,99
59,27890164378,25925851,158,69
74,57201938630,39616265,178,93
44,01759826359,62304742,180,87
81,17890534205,18850496,174,89
48,04897621313,27117388,152,67
50,12783546035,27255108,165,73
58,46708215985,32969253,186,53
21,36518470984,28052216,181,65
52,94321807603,84747417,178,100
71,71450289304,25066450,156,62
80,65093142824,26078762,179,92
88,67824395146,70075547,190,96
89,93217068521,70362799,164,81
90,34870692538,12122135,160,72
37,78061295458,89210567,173,52
21,80173562930,23542640,151,60
64,34207816950,41971836,158,59
50,12693084598,13513183,179,68
76,13849075214,11582635,198,79
35,81502439689,28644250,163,60
45,54026379892,56953599,156,98
43,73895640166,57485074,185,81
48,96820431740,54533824,156,53
26,67180254967,40248459,176,50
79,23509814606,72729537,161,65
81,82390651712,32552378,186,64
61,16457380271,52504832,171,84
42,86542190333,64955213,172,71
76,13560248906,25699428,172,76
48,98613420796,87543827,198,78
48,09314687520,41995681,161,70
19,10293768404,86359180,171,93
67,49631528782,95416830,172,78
18,19874032669,65337643,190,93
85,69731028404,47114667,172,79
32,49713205804,38731248,194,67
37,48627103526,29483886,155,85
72,21908347678,77989346,191,74
45,24675089194,22055089,161,100
64,30458612960,59733299,197,91
54,32819470505,68390873,197,79
33,96857143048,92645423,169,68
85,27340856900,46907740,183,87
90,36598021740,55227816,161,50
68,57301924607,78621542,168,61
54,36295810489,81918658,163,86
90,53417986273,85996416,199,89
67,57104632999,27956240,157,67
29,65037921821,66996233,174,96
35,81956420711,65824169,189,70
70,84790563200,69953432,156,78
55,40325681970,19341959,176,97
38,59821037640,33477308,194,53
87,45827130923,71413626,188,74
23,46371958291,49204685,178,57
74,64071853271,79853397,159,90
87,85346129782,95935112,176,67
41,95162473855,74619137,154,75
89,63152987455,42740494,186,59
64,94562017325,71896590,153,83
49,20751938602,83364318,157,81
76,34902167506,37032831,193,95
30,42586073126,37296251,150,63
68,09781243678,59788963,190,81
18,78293014504,24329234,158,94
88,73180546948,30906040,166,55
34,82061975321,18963075,176,92
24,54012378635,25621450,187,84
79,86154239700,71725565,186,50
73,14983672087,94238404,176,62
32,71596203480,25661029,178,50
83,34965081242,64997343,171,57
26,83267195012,64814787,178,87
85,19428530689,83482093,153,73
50,81604927313,37719310,169,52
26,98562340774,29349247,157,95
61,89720634529,10910450,159,64
90,60542987120,81226413,154,84
61,27086913413,73877636,184,97
28,58630247983,18410684,170,96
24,63475190206,74256757,191,85
61,46392581782,57352798,167,54
33,79463528083,50264938,194,68
90,15702349652,91390705,187,76
62,75862309195,61827010,187,61
